gen,ST0_MS_ID_2018_1,ST0_MS_ID_2019_1,ST0_MS_OR_2018_1,ST0_MS_OR_2019_1,ST0_MS_OR_2020_1,ST0_MS_WA_2018_1,ST0_MS_WA_2019_1,ST0_MS_WA_2019_2,ST0_MS_WA_2020_1,ST0_MS_WA_2020_2,ST0_MS_WA_2020_3,ST0_MS_WA_2020_4,ST0_MS_WA_2020_5,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST4_MS,ST0_DM_ID_2018_1,ST0_DM_ID_2019_1,ST0_DM_OR_2018_1,ST0_DM_OR_2019_1,ST0_DM_OR_2020_1,ST0_DM_WA_2018_1,ST0_DM_WA_2019_1,ST0_DM_WA_2020_1,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST4_DM,ST0_PH_ID_2019_1,ST0_PH_OR_2018_1,ST0_PH_OR_2019_1,ST0_PH_OR_2019_2,ST0_PH_OR_2019_4,ST0_PH_OR_2020_2,ST0_PH_OR_2020_3,ST0_PH_WA_2018_1,ST0_PH_WA_2018_3,ST0_PH_WA_2019_1,ST0_PH_WA_2019_2,ST0_PH_WA_2019_3,ST0_PH_WA_2019_4,ST0_PH_WA_2019_5,ST0_PH_WA_2020_1,ST0_PH_WA_2020_2,ST0_PH_WA_2020_3,ST0_PH_WA_2020_4,ST0_PH_WA_2020_5,ST1_PH_ID_2019_1,ST1_PH_OR_2018_1,ST1_PH_OR_2019_1,ST1_PH_OR_2019_2,ST1_PH_OR_2019_4,ST1_PH_OR_2020_2,ST1_PH_OR_2020_3,ST1_PH_WA_2018_1,ST1_PH_WA_2018_3,ST1_PH_WA_2019_1,ST1_PH_WA_2019_2,ST1_PH_WA_2019_3,ST1_PH_WA_2019_4,ST1_PH_WA_2019_5,ST1_PH_WA_2020_1,ST1_PH_WA_2020_2,ST1_PH_WA_2020_3,ST1_PH_WA_2020_4,ST1_PH_WA_2020_5,ST3_PH_ID,ST3_PH_OR,ST3_PH_WA,ST4_PH,ST0_Yi_ID_2018_1,ST0_Yi_ID_2018_2,ST0_Yi_ID_2018_3,ST0_Yi_ID_2019_1,ST0_Yi_ID_2019_2,ST0_Yi_ID_2019_3,ST0_Yi_ID_2019_4,ST0_Yi_OR_2018_1,ST0_Yi_OR_2018_2,ST0_Yi_OR_2018_3,ST0_Yi_OR_2019_1,ST0_Yi_OR_2019_2,ST0_Yi_OR_2019_3,ST0_Yi_OR_2019_4,ST0_Yi_OR_2020_1,ST0_Yi_OR_2020_2,ST0_Yi_OR_2020_3,ST0_Yi_OR_2020_4,ST0_Yi_WA_2018_1,ST0_Yi_WA_2018_2,ST0_Yi_WA_2018_3,ST0_Yi_WA_2019_1,ST0_Yi_WA_2019_2,ST0_Yi_WA_2019_3,ST0_Yi_WA_2019_4,ST0_Yi_WA_2019_5,ST0_Yi_WA_2020_1,ST0_Yi_WA_2020_2,ST0_Yi_WA_2020_3,ST0_Yi_WA_2020_4,ST0_Yi_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST4_Yi,ST0_R_FD_ID_2019_4,ST0_R_FD_WA_2018_3,ST0_R_FD_WA_2019_5,ST0_R_FD_OR_2018_3,ST0_R_FD_OR_2019_4,ST0_R_FD_OR_2020_4,ST1_R_FD_ID_2019_4,ST1_R_FD_OR_2018_3,ST1_R_FD_OR_2019_4,ST1_R_FD_OR_2020_4,ST1_R_FD_WA_2018_3,ST1_R_FD_WA_2019_5,ST3_R_FD_ID,ST3_R_FD_OR,ST3_R_FD_WA,ST4_R_FD
64,1.227,2.385,3.498,2.749,3.799,3.362,2.682,2.461,3.995,3.431,4.303,4.132,1.687,2.026,3.028,2.851,2.329,3.335,3.266,2.559,2.26,3.749,3.162,4.059,3.919,1.52,1.881,3.292,3.254,3.052,21.216,16.854,21.387,21.65,22.407,21.024,17.936,18.604,21.158,17.088,21.216,21.534,22.297,21.158,17.858,18.674,19.123,21.682,19.23,20.123,26.039,21.355,33.688,29.454,23.85,21.253,24.192,23.44,18.439,26.5,16.453,17.191,12.967,17.283,21.799,15.84,17.942,18.123,9.58,22.871,20.842,32.125,27.654,22.124,20.155,23.232,28.192,23.19,31.329,21.109,21.906,18.164,21.694,28.113,20.965,22.913,23.259,15.38,26.508,25.667,18.068,20.912,2.589,2.836,2.645,7.629,7.064,4.653,4.158,3.296,5.493,2.138,6.965,4.479,3.799,2.706,4.758,2.111,2.842,2.238,4.151,3.538,1.83,5.095,0.711,2.589,2.014,1.468,2.59,1.454,1.956,2.655,0.852,2.786,2.964,2.592,7.499,6.726,4.699,3.975,3.157,5.286,2.08,6.724,4.272,3.585,2.539,4.687,2.022,2.729,2.062,4.24,3.6,1.823,5.08,1.274,2.458,2.103,1.63,3.201,1.587,2.102,3.124,0.831,4.425,3.715,2.424,3.334,9.164,10.199,11.296,44.375,60.995,55.308,18.76,27.263,43.723,38.789,17.959,18.858,9.127,53.642,10.99,32.006
65,2.652,2.379,2.672,3.426,3.861,4.422,3.019,1.922,3.853,2.697,3.633,4.044,1.189,3.27,3.025,2.181,2.928,3.442,4.127,2.819,1.753,3.623,2.54,3.503,3.85,1.054,2.502,3.304,3.101,3.056,23.417,19.176,23.714,19.132,23.576,20.431,21.427,19.224,23.372,19.15,23.123,19.265,23.115,20.532,21.08,19.331,21.261,21.834,20.314,21.121,27.727,23.452,32.906,32.507,22.846,27.882,30.189,22.363,22.587,24.918,19.3,21.966,18.404,14.811,25.385,19,22.507,27.875,13.659,24.201,22.812,31.433,30.446,21.936,26.435,28.692,28.12,26.968,31.363,23.962,26.077,23.32,22.818,30.321,24.115,26.353,32.489,18.896,27.839,28.271,21.284,23.835,4.597,3.5,2.194,6.608,6.482,4.358,4.803,3.044,4.28,3.015,4.904,4.944,3.795,3.272,6.145,3.254,3.682,2.739,4.025,3.641,2.249,8.24,3.34,3.758,2.373,2.031,6.281,4.307,4.043,4.665,0.717,4.563,3.537,2.233,6.739,6.513,4.404,4.749,2.918,4.244,2.882,5.33,4.768,3.728,3.119,6.018,3.094,3.53,2.587,4.293,3.98,2.69,8.235,3.518,3.758,2.751,2.766,6.561,4.174,3.787,4.643,1.045,4.64,3.994,3.897,4.099,12.531,7.97,10.992,44.525,55.04,61.128,21.363,27.393,38.339,41.856,16.763,18.734,11.73,52.913,10.331,31.855
66,2.554,1.962,1.44,2.951,3.758,3.828,2.622,3.405,3.862,2.688,3.788,4.519,2.364,3.169,2.658,1.29,2.5,3.409,3.637,2.466,3.004,3.538,2.564,3.587,4.25,2.115,2.268,2.853,3.338,3.061,21.544,19.783,16.794,21.023,26.796,22.387,18.267,19.009,21.52,19.691,17.492,21,25.518,22.269,18.159,19.123,20.605,21.336,19.85,20.596,26.79,28.588,35.253,28.068,32.925,16.06,24.32,20.889,20.094,25.548,19.7,16.091,19.316,21.68,21.496,18.521,20.361,25.813,15.265,23.559,26.163,33.182,26.899,31,16.293,23.85,26.52,25.084,29.743,24.438,22.145,24.129,25.081,27.379,23.825,25.233,30.456,20.896,27.197,27.543,20.461,23.052,1.191,1.469,1.47,4.865,6.426,5.006,4.217,4.139,5.88,4.584,5.41,5.349,4.468,3.258,5.135,2.882,3.449,2.495,2.449,3.422,1.437,3.757,2.607,2.688,1.666,1.596,5.642,2.895,2.742,2.901,-0.165,1.306,1.707,1.521,5.528,6.466,5.043,4.15,3.979,5.644,4.249,5.793,5.112,4.042,3.06,5.06,2.781,3.313,2.375,3.337,3.652,2.041,4.366,2.829,2.802,2.042,1.949,5.594,2.715,2.687,3.485,0.413,3.637,4.284,2.798,3.515,12.918,8.168,14.478,53.499,82.672,66.365,21.56,36.304,64.508,52.025,17.721,21.542,11.927,67.996,12.214,40.057
67,2.339,2.86,2.247,2.977,3.933,3.847,2.662,2.803,3.71,3.242,4.284,3.716,0.994,2.962,3.414,1.834,2.519,3.506,3.678,2.477,2.503,3.506,2.925,4.022,3.573,0.875,2.542,3.073,3.137,3.031,20.102,18.322,20.64,21.06,24.784,21.565,15.599,19.05,20.217,18.197,20.614,21.004,24.048,21.558,15.667,19.028,19.207,21.889,18.751,20.041,25.639,28.028,35.333,33.414,25.162,26.798,26.968,25.612,14.835,27.303,15.45,15.602,14.283,17.355,21.907,19.133,16.577,21.131,10.076,22.694,24.81,33.846,31.21,23.54,25.298,26.01,29.73,20.775,31.896,20.487,20.709,19.456,21.617,28.51,23.522,22.631,26.291,15.451,26.331,28.764,18.473,22.137,3.723,3.73,1.906,7.364,7.229,4.289,3.36,3.699,5.729,3.909,6.929,4.683,4.532,2.821,4.722,2.301,3.051,2.461,4.159,3.168,0.961,4.881,2.318,2.248,2.18,1.613,4.09,2.035,1.288,4.2,0.909,3.557,3.707,1.974,7.374,6.982,4.385,3.407,3.553,5.501,3.568,6.778,4.488,4.021,2.681,4.714,2.253,2.946,2.275,4.291,3.417,1.708,5.001,2.483,2.449,2.18,1.648,4.558,1.987,2.275,3.785,0.908,4.446,4.045,2.704,3.573,6.175,9.846,10.261,52.004,61.235,60.157,17.26,34.691,44.146,42.342,17.677,18.284,7.628,57.443,10.562,33.514
68,2.317,2.257,2.486,2.466,3.806,3.902,2.528,1.899,3.723,2.733,3.697,3.706,1.94,2.945,2.915,2.026,2.045,3.398,3.655,2.356,1.737,3.469,2.543,3.516,3.529,1.726,2.284,2.943,3.009,2.882,22.292,16.755,19.443,19.893,21.036,21.658,15.841,18.4,22.198,16.792,19.508,19.863,21.149,21.643,15.878,18.399,19.495,20.174,18.64,19.429,31.003,23.051,30.413,23.013,16.636,23.113,23.9,25.355,22.825,29.822,15.1,14.578,13.579,15.142,22.665,12.991,16.529,19.972,15.678,26.902,21.48,29.121,22.21,15.384,21.618,22.723,29.08,26.091,32.967,19.954,19.754,18.652,20.518,28.166,18.566,21.949,25.005,19.223,30.54,23.401,18.378,20.604,1.197,0.548,NA,5.94,5.674,4.758,2.956,3.383,3.042,NA,7.861,3.428,3.363,2.065,7.643,2.771,3.178,1.873,4.115,3.623,2.047,5.713,2.541,2.518,2.212,2.375,6.197,2.496,2.653,3.493,1.305,1.383,1.167,1.885,6.242,5.703,4.79,2.989,3.244,3.145,2.223,7.192,3.331,3.314,2.073,7.368,2.451,3.024,1.724,4.2,3.728,2.128,5.771,2.661,2.859,2.425,2.218,5.963,2.558,2.809,3.794,1.299,3.675,3.843,3.144,3.495,5.393,0.922,11.337,30.483,43.418,37.327,15.718,13.489,26.018,21.418,11.066,17.302,6.085,37.358,6.766,21.949
69,1.188,2.181,2.265,3.282,3.897,2.226,2.568,1.985,2.971,3.078,4.327,4.012,2.23,2.018,2.831,1.849,2.788,3.41,2.431,2.414,1.821,2.86,2.743,3.916,3.786,2.002,1.778,3.135,2.939,2.806,19.643,18.153,19.449,20.43,21.176,21.211,17.846,16.903,19.662,18.127,19.541,20.327,21.19,21.288,17.682,17.327,18.895,20.353,18.766,19.393,30.675,26.775,33.468,31.969,29.798,28.861,33.365,29.246,20.091,30.163,21.2,21.386,19.943,21.634,24.541,22.952,21.198,30.04,15.844,26.812,25.164,32.213,30.922,28.429,27.702,31.838,32.63,25.826,35.06,25.825,26.355,25.107,26.366,30.919,27.398,26.735,34.577,20.904,30.45,30.69,23.192,25.942,2.995,4.478,2.009,8.017,6.44,6.58,6.216,3.81,5.618,3.62,7.48,5.958,4.777,3.648,5.552,3.731,3.686,2.346,3.363,4.222,1.524,5.207,3.656,3.301,3.403,1.512,4.056,3.843,3.58,4.225,1.304,3.049,4.363,2.054,8.051,6.689,6.594,5.817,3.664,5.45,3.419,7.217,5.681,4.35,3.387,5.524,3.507,3.551,2.317,4.076,4.36,2.373,5.521,3.666,3.428,3.13,2.336,5.451,3.744,3.452,4.371,1.249,5.194,4.526,3.509,4.25,11.685,7.409,12.948,41.359,75.302,61.716,20.375,24.355,57.756,46.974,16.566,19.956,10.742,60.079,10.843,35.444
70,2.83,2.137,2.309,2.942,3.98,3.437,2.899,2.41,3.12,3.494,3.752,4.24,1.453,3.423,2.831,1.884,2.491,3.506,3.344,2.674,2.193,3.037,3.071,3.563,4.006,1.351,2.481,3.081,3.097,2.999,19.303,19.405,20.416,23.632,22.025,21.783,22.853,21.005,19.637,19.251,20.664,23.248,22.184,21.908,22.116,20.871,19.444,22.032,21.632,21.235,29.436,25.127,39.357,31.931,28.943,28.498,32.889,NA,29.09,31.675,22.85,22.276,21.258,24.445,26.725,20.574,24.087,29.905,13.378,25.779,24.069,37.161,31.031,27.655,27.378,31.396,31.361,32.524,37.036,27.116,27.177,26.186,27.705,32.634,25.931,28.422,34.636,19.168,29.417,31.093,24.008,26.671,2.659,3.165,1.098,7.055,6.928,5.662,2.97,3.79,4.5,3.047,8.275,5.2,4.207,3.018,7.493,3.451,3.127,1.909,4.829,3.518,2.342,5.098,2.853,3.746,3.292,2.855,4.89,3.557,3.471,4.551,1.652,2.863,3.257,1.251,7.22,6.852,5.644,3.143,3.645,4.546,2.846,7.638,4.934,3.91,2.852,7.246,3.088,3.028,1.866,4.796,3.872,2.507,5.378,3.142,3.648,3.183,2.567,5.901,3.706,3.611,4.608,1.517,4.281,4.301,3.607,4.006,7.137,14.029,16.336,44.913,71.124,64.795,17.938,27.91,53.583,47.991,21.624,22.573,8.305,60.212,14.681,36.384
71,2.544,2.38,2.647,2.016,3.864,3.138,2.435,1.841,2.928,2.667,3.213,2.875,NA,3.127,3.021,2.161,1.677,3.319,2.934,2.319,1.679,2.765,2.467,3.043,2.718,2.048,2.429,2.839,2.753,2.721,22.799,16.716,20.155,17.677,20.88,19.793,16.777,20.639,22.71,16.829,20.093,17.934,21.051,20.085,16.861,20.415,19.77,19.693,19.12,19.497,25.936,21.379,27.756,30.267,15.736,22.235,20.378,22.219,26.739,23.436,13.872,15.357,14.428,15.539,22.918,10.973,19.236,19.194,NA,22.778,20.583,26.802,27.465,14.616,20.707,19.702,26.91,28.935,28.871,19.054,20.295,19.343,20.556,27.817,17.917,23.558,24.2,17.081,26.416,22.957,18.456,20.398,2.848,3.159,1.243,7.372,7.004,3.826,2.564,3.562,5.043,3.323,5.96,4.39,3.115,2.259,6.699,2.957,3.982,2.255,3.9,3.384,2.887,4.776,1.973,2.922,1.084,2.318,8.389,2.921,2.786,3.914,0.795,2.896,3.215,1.291,7.445,6.825,3.913,2.773,3.422,4.925,3.049,6.08,4.232,3.285,2.354,6.529,2.711,3.752,2.092,4.102,3.614,2.518,5.026,2.388,3.118,1.923,2.241,7.837,3.018,3.093,4.113,0.958,4.014,4.013,3.262,3.698,8.52,9.005,6.529,33.657,39.057,48.127,17.474,16.614,22.467,28.215,15.987,14.968,7.841,39.482,8.06,23.735
72,2.897,2.391,1.502,2.555,3.927,3.31,3.006,1.779,3.482,2.713,3.732,3.765,NA,3.481,3.031,1.303,2.129,3.495,3.197,2.738,1.611,3.275,2.484,3.555,3.598,1.46,2.61,2.762,3.115,2.943,20.657,16.21,22.566,19.165,23.915,21.942,14.402,17.914,20.644,16.45,21.845,19.218,23.193,21.817,14.701,17.996,18.547,21.419,18.171,19.483,30.713,18.64,40.721,30.928,28.842,25.743,26.535,18.431,19.144,20.987,13.65,10.032,16.802,17.823,23.826,13.76,19.515,22.432,NA,26.857,19.79,37.767,29.008,26.837,24.295,25.524,24.942,23.528,27.065,19.177,16.731,21.293,21.423,28.347,19.656,23.65,27.272,18.231,30.495,28.515,18.058,22.235,3.529,4.06,2.543,10.131,7.135,5.122,3.778,3.673,4.192,2.144,7.182,4.224,3.489,2.7,7.025,3.161,3.038,2.253,3.101,4.883,2.164,3.251,1.83,2.097,1.741,1.859,6.112,2.611,2.545,4.431,0.837,3.442,3.993,2.499,9.799,6.992,5.154,3.753,3.526,4.167,2.07,6.97,4.094,3.481,2.575,6.844,2.821,2.921,2.073,3.626,4.666,2.052,3.876,2.294,2.714,2.069,1.912,6.048,2.618,2.744,4.168,0.818,5.053,3.932,2.928,3.764,4.462,5.611,9.006,31.795,73.078,48.059,15.052,14.846,54.132,35.181,13.41,16.37,5.42,51.77,7.472,29.279
73,1.402,2.082,2.192,3.055,3.688,3.821,2.752,2.464,3.597,3.504,3.497,3.766,1.742,2.125,2.777,1.862,2.6,3.301,3.608,2.589,2.263,3.386,3.217,3.327,3.575,1.596,1.805,3.041,3.138,2.91,19.935,18.051,20.658,20.562,22.953,23.579,21.206,20.773,20.097,18.11,20.732,20.565,22.687,23.37,21.056,20.661,19.104,21.328,21.696,20.91,25.13,28.527,33.012,35.87,29.378,27.637,32.876,23.967,26.808,31.934,18.802,18.829,19.037,24.272,25.099,18.908,23.274,27.712,13.993,22.049,25.8,31.824,33.803,27.892,26.496,31.323,29.343,30.363,36.424,23.896,24.134,24.125,27.658,31.313,24.481,27.804,32.6,19.417,25.686,30.835,22.68,25.414,2.771,2.162,1.359,6.087,6.028,5.595,3.851,4.466,4.459,3.407,6.658,5.115,4.252,2.514,6.359,3.054,4.031,2.224,5.333,4.709,2.68,5.142,3.168,3.969,2.093,2.407,5.96,3.993,3.633,4.387,0.406,2.954,2.409,1.498,6.398,6.259,5.587,3.876,4.292,4.429,3.165,6.528,4.904,3.988,2.594,6.239,2.891,3.832,2.135,5.257,4.735,2.685,5.412,3.353,3.809,2.466,2.634,6.318,4.007,3.706,4.572,0.911,4.103,4.247,3.717,3.992,12.004,4.074,11.987,45.43,75.267,62.115,20.836,28.315,57.749,47.101,13.604,19.177,11.204,61.438,8.973,35.577
74,1.544,2.283,2.425,2.271,3.649,3.294,2.896,1.155,3.123,2.423,4.409,3.951,NA,2.262,2.935,1.941,1.887,3.325,3.118,2.669,1.01,2.988,2.233,4.155,3.745,1.201,1.953,2.838,3.038,2.807,20.901,17.444,17.465,18.14,17.439,19.593,16.502,16.027,20.807,17.226,17.888,18.149,18.339,19.921,16.393,16.245,19.017,18.125,17.52,18.121,29.699,20.371,26.744,15.856,7.662,17.407,20.106,22.526,11.438,25.179,10.653,10.469,9.142,15.54,21.805,12.159,20.413,17.915,NA,25.746,18.754,26.016,16.237,6.744,15.934,18.921,26.941,17.22,30.211,15.828,15.697,14.296,19.235,27.26,17.285,23.656,22.917,13.155,29.384,18.413,16.009,17.553,2.527,1.052,2.32,7.322,5.851,4.25,1.405,4.324,5.55,1.706,7.112,3.418,3.204,2.352,6.102,1.229,3.399,0.903,3.533,3.326,1.45,3.857,1.582,2.025,1.846,1.739,2.628,1.133,1.998,2.705,0.662,2.717,1.398,2.257,7.241,5.722,4.3,1.631,4.14,5.285,1.578,6.7,3.233,3.119,2.063,5.918,1.152,3.165,0.857,3.706,3.384,1.51,4.042,1.759,2.204,1.987,1.616,3.177,1.239,1.942,3.155,0.664,3.572,3.539,2.218,2.993,10.167,5.197,8.796,19.638,21.335,25.028,17.825,2.922,4.488,7.445,13.373,15.615,8.192,22.002,7.076,14.725
75,2.151,2.26,2.629,2.419,3.892,3.574,2.899,0.946,3.09,0.665,4.116,3.284,NA,2.767,2.911,2.049,1.992,3.411,3.294,2.689,0.792,2.954,0.694,3.9,3.117,0.808,2.193,2.937,2.684,2.665,19.806,17.655,17.961,18.184,20.365,21.418,14.63,14.691,19.849,17.335,18.112,18.194,20.327,21.353,14.619,15.063,18.592,18.878,17.012,18.107,27.486,20.492,30.707,24.004,11.991,15.497,19.951,22.092,12.516,19.57,7.18,11.461,8.708,10.529,29.911,9.462,15.066,15.903,NA,23.942,19.151,29.541,22.323,10.565,14.362,18.963,26.612,17.519,25.924,12.968,16.188,13.638,15.635,30.024,15.208,19.645,20.961,11.98,27.579,20.463,14.534,17.235,3.039,3.478,1.646,7.295,4.171,4.112,1.832,3.99,4.75,1.314,6.37,2.865,3.274,1.802,5.855,1.713,3.547,0.926,4.615,4.305,2.677,1.741,1.176,2.633,1.472,1.635,3.695,1.238,1.625,4.13,0.533,3.035,3.469,1.66,7.218,4.472,4.165,1.925,3.824,4.6,1.231,6.144,2.735,3.122,1.715,5.683,1.495,3.308,0.83,4.534,4.152,1.73,2.027,1.461,2.488,1.777,1.79,3.932,1.359,2.069,3.716,0.685,3.669,3.309,2.321,2.976,6.165,3.143,4.65,19.212,30.805,20.255,15.315,2.313,13.208,5.535,10.773,12.504,5.683,24.069,4.221,14.389
76,2.366,2.181,2.806,3.451,3.692,2.776,2.969,1.754,3.351,2.595,3.391,3.823,2.931,3.002,2.829,2.348,2.956,3.213,2.731,2.771,1.678,3.114,2.466,3.202,3.594,2.631,2.27,3.292,2.966,2.934,18.372,16.206,17.252,20.124,23.096,19.736,14.794,18.724,18.41,16.23,17.731,20.044,22.579,19.836,14.842,18.587,17.32,20.118,17.755,18.532,32.277,27.574,28.436,28.387,13.347,19.812,22.883,22.967,20.317,25.847,15.6,18.322,15.496,16.041,21.924,10.97,17.79,19.752,12.492,28.311,23.897,27.28,26.252,12.478,18.666,21.755,27.234,24.389,30.495,20.386,22.468,20.247,21.027,27.389,17.266,22.626,24.793,17.387,31.949,23.033,18.026,20.34,2.989,2.743,1.809,7.238,5.61,4.931,3.69,4.339,5.217,2.649,6.821,3.779,2.277,2.015,6.375,2.443,3.42,2.135,4.914,4.442,2.908,6.25,2.842,3.517,2.524,3.041,6.358,3.765,3.062,4.43,2.808,3.036,2.846,1.849,7.248,5.672,4.964,3.677,4.165,5.029,2.47,6.426,3.656,2.879,2.176,6.198,2.315,3.251,1.98,4.696,4.412,2.705,6.299,3.062,3.608,2.865,2.806,6.382,3.713,3.597,4.491,2.391,4.147,3.842,3.806,3.896,7.638,11.242,8.062,32.409,38.092,31.27,17.107,15.392,20.647,15.976,17.732,16.002,7.474,34.389,9.449,21.59
77,1.64,2.52,2.447,3.457,4.11,3.509,2.569,2.405,3.767,2.439,4.332,4.61,1.438,2.323,3.148,1.931,2.939,3.631,3.469,2.415,2.143,3.541,2.335,4.056,4.36,1.25,2.089,3.287,3.139,3.012,20.954,16.114,23.928,18.992,21.263,21.076,16.862,17.703,20.913,16.324,23.058,19.049,21.285,21.163,16.843,17.912,18.619,21.13,18.639,19.568,27.137,22.843,29.921,25.933,18.912,18.977,20.573,20.064,20.086,30.927,15.1,16.804,14.554,15.97,20.041,14.361,16.102,24.83,7.435,23.598,20.956,28.734,24.537,17.33,17.859,19.903,26.009,24.322,33.966,19.843,21.288,19.369,20.834,27.424,19.888,21.828,29.485,13.663,27.235,22.865,18.211,20.155,4.133,3.92,1.136,3.946,6.85,4.532,3.502,6.054,4.803,2.882,4.776,4.507,3.649,2.379,5.152,1.975,3.179,1.97,2.414,3.988,1.692,5.341,2.821,3.402,2.844,1.747,5.055,2.416,3.157,4.135,-0.328,3.89,3.878,1.248,4.321,6.623,4.576,3.502,5.805,4.685,2.652,5.135,4.273,3.509,2.342,5.091,1.94,3.035,1.833,3.276,4.008,2.121,5.361,2.885,3.155,2.807,2.272,5.377,2.666,2.965,4.106,0.458,3.968,3.82,3.07,3.539,3.462,11.483,7.141,37.112,44.412,50.3,13.903,20,27.453,30.136,17.233,15.464,4.27,42.913,8.93,25.145
78,2.917,2.35,2.276,3.218,4.29,4.29,3.248,1.064,3.45,3.05,3.697,3.823,2.393,3.457,3.007,1.821,2.747,3.805,4.013,2.937,1.043,3.294,2.822,3.55,3.671,2.063,2.587,3.244,3.117,3.065,20.43,16.564,17.067,16.967,20.273,19.347,15.604,16.004,20.388,16.496,17.128,17.078,20.258,19.708,15.53,16.295,18.442,18.154,17.178,17.86,26.296,20.495,33.765,19.637,12.613,20.083,31.445,21.935,18.359,24.71,14.5,16.626,13.998,15.494,22.476,20.595,16.231,19.362,8.699,23.042,19.403,32.369,18.543,11.376,18.801,28.842,26.845,22.844,30.372,19.355,21.01,18.831,20.267,28.091,23.958,21.63,24.485,14.572,26.679,22.867,17.739,19.829,2.249,4.676,2.132,9.077,6.49,5.804,2.455,4.667,5.48,1.548,6.828,3.788,4.078,3.688,5.717,2.223,2.423,1.787,4.815,4.287,2.639,5.546,3.079,3.308,2.42,2.968,4.807,3.461,2.761,4.07,1.598,2.534,4.511,2.131,8.65,6.395,5.789,2.643,4.493,5.29,1.415,6.652,3.664,3.751,3.452,5.584,2.115,2.346,1.65,4.666,4.279,2.398,5.596,3.107,3.361,2.667,2.451,5.506,3.342,3.295,4.292,1.436,4.627,3.83,3.45,3.851,5.838,10.074,6.515,25.446,37.146,43.384,15.741,8.594,20.24,23.809,16.127,14.631,6.109,34.598,7.961,20.971
79,1.159,2.082,2.859,3.048,3.91,4.1,2.689,2.426,3.339,2.258,4.394,3.896,NA,1.953,2.771,2.304,2.587,3.433,3.794,2.531,2.194,3.202,2.175,4.125,3.699,1.482,1.716,3.228,3.295,3.015,18.885,14.201,18.965,17.386,20.605,25.059,11.044,16.979,19.02,14.563,18.855,17.456,20.554,23.955,11.445,16.945,16.791,18.955,17.448,17.849,28.509,19.462,34.92,24.004,14.627,23.812,24.11,18.878,10.282,19.005,12.749,12.666,11.378,13.098,25.549,12.275,12.91,18.199,NA,24.865,19.24,33.134,22.636,13.351,22.168,22.739,24.396,16.301,25.419,17.659,17.452,16.232,17.745,28.305,17.524,18.886,23.165,14.93,28.503,23.523,15.331,18.793,3.227,3.497,1.584,7.564,6.331,3.496,1.706,3.507,5.182,2.324,6.523,3.982,3.983,2.546,7.208,2.5,3.612,1.674,4.463,2.432,1.322,3.267,2.014,1.995,2.128,1.821,5.031,1.786,2.355,3.438,0.887,3.209,3.51,1.643,7.509,6.22,3.597,1.985,3.366,5.016,2.179,6.406,3.809,3.646,2.37,6.967,2.232,3.417,1.559,4.452,2.805,1.67,3.748,2.216,2.41,2.22,1.773,5.061,1.875,2.314,3.57,0.85,3.916,3.88,2.571,3.339,6.616,6.404,5.854,31.882,36.844,40.262,16.066,14.822,19.874,21.565,13.758,14.108,6.434,35.804,6.515,21.146
